CatahoulaLeopardDog02_33137	42	148	6	2	0	19.5	12.02	0.0	0.0	39
Wolf64	60	130	3	4	1	14	3.46	-22	0.0	34
SoftCoatedWheatenTerrier05_13025	76	122	0	0	0	0.0	0.0	0.0	0.0	0
GoldenJackal03	96	96	4	0	2	0.0	0.0	-5	0.0	-10
Keeshond02_34863	26	167	4	1	0	4	0.0	0.0	0.0	4
BelgianMalinois15	34	158	4	2	0	6	0.0	0.0	0.0	12
BelgianMalinois18	32	157	2	7	0	64.57	41.2	0.0	0.0	452
AustralianCattleDog02	50	145	1	2	0	6	0.0	0.0	0.0	12
PortugueseWaterDog07_30187	38	154	2	4	0	54	56.58	0.0	0.0	216
RhodesianRidgeback07_33172	24	167	1	6	0	57	45.64	0.0	0.0	342
511	198	0	0	0	0	0.0	0.0	0.0	0.0	0
ShetlandSheepdog05_16126	26	164	6	2	0	5	0.0	0.0	0.0	10
AiredaleTerrier01	46	147	1	4	0	30.25	27.43	0.0	0.0	121
Maltese03	34	156	6	2	0	5	0.0	0.0	0.0	10
SmallMunsterlander02_31614	44	148	2	4	0	32	31.19	0.0	0.0	128
LagottoRomagnolo05	50	145	3	0	0	0.0	0.0	0.0	0.0	0
KunmingDog03	46	148	3	1	0	5	0.0	0.0	0.0	5
BerneseMountainDog03_941	38	157	1	0	2	0.0	0.0	-5	0.0	-10
ToyPoodle03_28359	48	142	3	5	0	55	51.8	0.0	0.0	275
YorkshireTerrier66	28	165	3	2	0	4	0.0	0.0	0.0	8
BorderTerrier02	46	147	3	2	0	7	0.0	0.0	0.0	14
VillDog_PapuaNG02	40	157	1	0	0	0.0	0.0	0.0	0.0	0
MiniaturePoodle03_27597	50	140	2	6	0	60	50.68	0.0	0.0	360
TibetanSpaniel13_31251	76	118	2	2	0	37	0.0	0.0	0.0	74
BelgianSheepdog09_31144	60	130	4	4	0	19.5	9.81	0.0	0.0	78
TibetanMastiff02	26	169	3	0	0	0.0	0.0	0.0	0.0	0
YorkshireTerrier16	48	146	2	2	0	31	0.0	0.0	0.0	62
Wolf103	70	122	2	4	0	35.5	2.89	0.0	0.0	142
Dalmatian02	50	139	3	6	0	23.33	9.65	0.0	0.0	140
BelgianMalinois12	42	149	5	2	0	45	0.0	0.0	0.0	90
AustralianShepherd05_33555	46	144	6	2	0	30.5	24.75	0.0	0.0	61
PeruvianVillageDog02	80	118	0	0	0	0.0	0.0	0.0	0.0	0
TibetanMastiff11	58	138	2	0	0	0.0	0.0	0.0	0.0	0
Wolf62	72	122	2	2	0	20	0.0	0.0	0.0	40
Jamthund01	24	164	5	5	0	25.2	16.63	0.0	0.0	126
EnglishSetter04_15386	50	143	1	3	1	25.33	33.49	-5	0.0	71
MiniatureSchnauzer08	54	135	5	4	0	30	9.24	0.0	0.0	120
VillDog_China43	56	138	2	1	1	35	0.0	-5	0.0	30
Pumi01_Reseq_29689	26	164	5	3	0	6.67	0.58	0.0	0.0	20
YorkshireTerrier17	46	149	3	0	0	0.0	0.0	0.0	0.0	0
ClumberSpaniel04_33092	54	141	2	1	0	6	0.0	0.0	0.0	6
MiniatureSchnauzer12	56	137	3	2	0	35	0.0	0.0	0.0	70
BullTerrier17_23636	74	122	0	2	0	67	0.0	0.0	0.0	134
KunmingDog15	44	149	1	4	0	56	58.89	0.0	0.0	224
Wolf61	66	127	1	4	0	16.5	13.28	0.0	0.0	66
GL01.18	26	164	8	0	0	0.0	0.0	0.0	0.0	0
Elo01	46	146	2	4	0	18.5	14.43	0.0	0.0	74
VillDog_China41	44	151	2	1	0	4	0.0	0.0	0.0	4
