VillDog_Lebanon02	34	160	4	0	0	0.0	0.0	0.0	0.0	0
PatagonianOvejeroDog04_34830	26	164	6	2	0	6	0.0	0.0	0.0	12
Wolf49	40	147	7	4	0	19.5	9.81	0.0	0.0	78
AmericanWaterSpaniel01_987	78	120	0	0	0	0.0	0.0	0.0	0.0	0
WolfTibetan05	26	162	9	1	0	6	0.0	0.0	0.0	6
Chinook05_33256	28	162	7	1	0	7	0.0	0.0	0.0	7
SpanishWaterDog01	34	161	3	0	0	0.0	0.0	0.0	0.0	0
YorkshireTerrier18	44	152	2	0	0	0.0	0.0	0.0	0.0	0
LagottoRomagnolo01	64	133	0	1	0	6	0.0	0.0	0.0	6
EntlebucherSennenhund11_12859	54	140	2	2	0	6	0.0	0.0	0.0	12
CretanTracer02	26	167	4	1	0	6	0.0	0.0	0.0	6
CockerSpanielEnglish03	46	147	2	3	0	7.67	2.89	0.0	0.0	23
StandardSchnauzer06	80	118	0	0	0	0.0	0.0	0.0	0.0	0
GL10.19	104	92	2	0	0	0.0	0.0	0.0	0.0	0
VillDog_China49	28	162	8	0	0	0.0	0.0	0.0	0.0	0
GL15.52	154	44	0	0	0	0.0	0.0	0.0	0.0	0
VillDog_China17	40	153	5	0	0	0.0	0.0	0.0	0.0	0
TibetanSpaniel13_31251	76	118	2	2	0	37	0.0	0.0	0.0	74
SpinoneItaliano03_30560	38	156	3	1	0	45	0.0	0.0	0.0	45
CatahoulaLeopardDog11	74	122	0	2	0	54	0.0	0.0	0.0	108
PortugueseWaterDog01_4528	32	161	3	2	0	102	0.0	0.0	0.0	204
Otterhound02_26412	46	146	3	3	0	19.67	21.94	0.0	0.0	59
VillDog_Vietnam04	82	114	0	2	0	39	0.0	0.0	0.0	78
AiredaleTerrier05	28	168	2	0	0	0.0	0.0	0.0	0.0	0
PetitBassetGriffonVendeen02_9402	28	165	3	2	0	7	0.0	0.0	0.0	14
BiewerTerrier01_33805	54	139	3	2	0	45	0.0	0.0	0.0	90
ChineseSharpei03_11443	46	148	4	0	0	0.0	0.0	0.0	0.0	0
GermanShepherd06	46	150	2	0	0	0.0	0.0	0.0	0.0	0
EnglishSpringerSpaniel05_4239	54	138	4	2	0	45	0.0	0.0	0.0	90
GL07.05	94	104	0	0	0	0.0	0.0	0.0	0.0	0
BelgianMalinois15	34	158	4	2	0	6	0.0	0.0	0.0	12
YorkshireTerrier67	56	138	2	2	0	39	0.0	0.0	0.0	78
BelgianMalinois02	34	157	3	4	0	17	11.55	0.0	0.0	68
ShibaInu02	44	152	0	2	0	45	0.0	0.0	0.0	90
SealyhamTerrier06_33398	42	148	4	4	0	22.25	18.19	0.0	0.0	89
Schipperke02_33150	6	183	7	2	0	6	0.0	0.0	0.0	12
GL11.06	190	8	0	0	0	0.0	0.0	0.0	0.0	0
AiredaleTerrier02	48	148	2	0	0	0.0	0.0	0.0	0.0	0
ShetlandSheepdog02	26	163	8	1	0	31	0.0	0.0	0.0	31
MiniatureSchnauzer05	58	136	4	0	0	0.0	0.0	0.0	0.0	0
KunmingDog15	44	149	3	2	0	107	0.0	0.0	0.0	214
LabradorRetriever14	32	156	8	2	0	82	0.0	0.0	0.0	164
VillDog_China14	34	154	6	4	0	14	9.24	0.0	0.0	56
VillDog_India02	82	115	1	0	0	0.0	0.0	0.0	0.0	0
Wolf78	54	132	8	4	0	19.5	9.81	0.0	0.0	78
BelgianTervuren12_BT1032	60	133	1	4	0	57.5	4.04	0.0	0.0	230
SmoothFoxTerrier03_30235	32	157	7	2	0	59	0.0	0.0	0.0	118
EnglishSetter05_26982	76	121	1	0	0	0.0	0.0	0.0	0.0	0
UnknownBreed04	38	154	6	0	0	0.0	0.0	0.0	0.0	0
BrusselsGriffon02_6692	26	165	7	0	0	0.0	0.0	0.0	0.0	0
Sloughi02	44	148	4	2	0	7	0.0	0.0	0.0	14
EntlebucherSennenhund03	54	137	4	3	0	9	3.46	0.0	0.0	27
WestHighlandWhiteTerr04	46	146	4	2	0	7	0.0	0.0	0.0	14
GermanShorthairedPointer02_30645	6	184	8	0	0	0.0	0.0	0.0	0.0	0
AfricanGoldenWolf06	80	112	5	1	0	7	0.0	0.0	0.0	7
GoldenRetriever11	26	166	2	4	0	9.25	3.77	0.0	0.0	37
ClumberSpaniel01	36	157	4	1	0	6	0.0	0.0	0.0	6
VillDog_China45	24	170	4	0	0	0.0	0.0	0.0	0.0	0
GL01.17	40	154	4	0	0	0.0	0.0	0.0	0.0	0
GL14.12	28	164	6	0	0	0.0	0.0	0.0	0.0	0
YorkshireTerrier17	46	149	3	0	0	0.0	0.0	0.0	0.0	0
AmericanEskimoDog01_10800	54	141	3	0	0	0.0	0.0	0.0	0.0	0
BullTerrier09	20	172	3	3	0	85.67	40.41	0.0	0.0	257
TibetanSpaniel05	48	146	2	2	0	72	0.0	0.0	0.0	144
GermanShepherd14	40	155	3	0	0	0.0	0.0	0.0	0.0	0
AlaskanHusky02	46	144	6	2	0	9.5	4.95	0.0	0.0	19
Greyhound07	50	147	1	0	0	0.0	0.0	0.0	0.0	0
Dachshund01	20	172	4	2	0	14	4.24	0.0	0.0	28
PatagonianOvejeroDog01_33712	34	157	6	1	0	6	0.0	0.0	0.0	6
StdManchesterTerrier04_33492	76	114	3	4	1	57.5	51.38	-22	0.0	208
UnknownBreed19	52	144	2	0	0	0.0	0.0	0.0	0.0	0
GermanShepherd17_13170	42	150	4	2	0	38	0.0	0.0	0.0	76
ChowChow03	38	155	5	0	0	0.0	0.0	0.0	0.0	0
BrittanySpaniel01	50	146	2	0	0	0.0	0.0	0.0	0.0	0
IrishWaterSpaniel04_30856	44	148	2	4	0	32.5	30.6	0.0	0.0	130
AfghanHound04	60	130	3	5	0	19.8	9.39	0.0	0.0	99
SealyhamTerrier02_33235	38	150	7	3	0	15	11.53	0.0	0.0	45
CockerSpanielEnglish09_28381	48	145	2	3	0	18	19.92	0.0	0.0	54
TibetanMastiff06	58	137	1	2	0	24	0.0	0.0	0.0	48
BelgianMalinois06	44	146	4	4	0	33	30.02	0.0	0.0	132
CairnTerrier08	28	168	2	0	0	0.0	0.0	0.0	0.0	0
FlatCoatedRetriever05_23470	26	166	6	0	0	0.0	0.0	0.0	0.0	0
Collie03_29554	22	169	3	4	0	62.75	64.95	0.0	0.0	251
ChowChow06_30105	48	141	7	2	0	45	0.0	0.0	0.0	90
AmericanStaffordshireTerrier03_29583	58	133	5	2	0	45	0.0	0.0	0.0	90
VillDog_China02	30	164	4	0	0	0.0	0.0	0.0	0.0	0
BedlingtonTerrier05_31124	38	152	6	2	0	45	0.0	0.0	0.0	90
Dachshund05	62	136	0	0	0	0.0	0.0	0.0	0.0	0
WestHighlandWhiteTerr26	198	0	0	0	0	0.0	0.0	0.0	0.0	0
Dingo24	26	169	3	0	0	0.0	0.0	0.0	0.0	0
BorderCollie15	50	141	3	4	0	21.5	2.89	0.0	0.0	86
ChineseCrested05	50	146	1	1	0	36	0.0	0.0	0.0	36
Wolf92	56	132	6	4	0	29	18.48	0.0	0.0	116
JackRussellTerrier09	34	161	2	1	0	64	0.0	0.0	0.0	64
BerneseMountainDog18_969	54	142	0	2	0	52	0.0	0.0	0.0	104
BedlingtonTerrier04_28914	34	159	5	0	0	0.0	0.0	0.0	0.0	0
ShetlandSheepdog09_20265	26	163	9	0	0	0.0	0.0	0.0	0.0	0
Wolf102	78	118	0	2	0	27	0.0	0.0	0.0	54
BullTerrier21_23659	12	177	5	4	0	51	50.81	0.0	0.0	204
CockerSpanielEnglish01	26	162	7	3	0	13	12.12	0.0	0.0	39
Leonberger23_20044	26	165	5	2	0	6	0.0	0.0	0.0	12
BerneseMountainDog03_941	38	157	3	0	0	0.0	0.0	0.0	0.0	0
Dachshund16	48	145	5	0	0	0.0	0.0	0.0	0.0	0
WestHighlandWhiteTerr11	10	177	10	0	1	0.0	0.0	-41	0.0	-41
VillDog_China29	50	144	4	0	0	0.0	0.0	0.0	0.0	0
BullTerrier25_23678	50	145	3	0	0	0.0	0.0	0.0	0.0	0
BelgianMalinois22	50	142	2	4	0	66.75	61.49	0.0	0.0	267
BeardedCollie07	78	114	4	2	0	27	0.0	0.0	0.0	54
YorkshireTerrier51	38	155	3	2	0	35	0.0	0.0	0.0	70
ChineseIndigenousDog11	28	166	3	1	0	6	0.0	0.0	0.0	6
Weimaraner02_15384	28	162	7	1	0	39	0.0	0.0	0.0	39
WelshSpringerSpaniel01_27011	42	150	5	1	0	39	0.0	0.0	0.0	39
Beauceron02_31956	46	148	3	1	0	6	0.0	0.0	0.0	6
UnknownBreed25	58	136	4	0	0	0.0	0.0	0.0	0.0	0
Greyhound08	58	137	3	0	0	0.0	0.0	0.0	0.0	0
YorkshireTerrier66	28	165	5	0	0	0.0	0.0	0.0	0.0	0
CairnTerrier02	42	153	2	1	0	31	0.0	0.0	0.0	31
UnknownBreed15	34	161	1	2	0	31	0.0	0.0	0.0	62
VillDog_China33	48	142	6	2	0	31	0.0	0.0	0.0	62
IrishWaterSpaniel01_28373	44	148	2	4	0	30.5	28.29	0.0	0.0	122
BouvierDesFlandres05_20143	26	166	3	3	0	23	27.71	0.0	0.0	69
BullTerrier27_23702	12	178	7	1	0	7	0.0	0.0	0.0	7
GreekTracer03	54	138	3	3	0	38	27.71	0.0	0.0	114
AustralianShepherd01_27104	54	138	3	3	0	17	19.05	0.0	0.0	51
YorkshireTerrier30	48	147	2	1	0	33	0.0	0.0	0.0	33
Kuvasz03_7525	46	148	3	1	0	6	0.0	0.0	0.0	6
Briard01_15126	6	181	10	1	0	35	0.0	0.0	0.0	35
AmericanEskimoDog05_10805	58	137	3	0	0	0.0	0.0	0.0	0.0	0
Chinook10_33386	28	164	6	0	0	0.0	0.0	0.0	0.0	0
EnglishSetter04_15386	50	143	2	3	0	25.33	33.49	0.0	0.0	76
EntlebucherSennenhund01	56	138	4	0	0	0.0	0.0	0.0	0.0	0
EntlebucherSennenhund04	44	148	4	2	0	12	0.0	0.0	0.0	24
BerneseMountainDog04_1003	58	138	0	2	0	24	0.0	0.0	0.0	48
ToyFoxTerrier02_8969	26	166	6	0	0	0.0	0.0	0.0	0.0	0
Sloughi04	56	140	1	1	0	13	0.0	0.0	0.0	13
Dingo04_35295	26	163	9	0	0	0.0	0.0	0.0	0.0	0
BelgianMalinois12	42	149	5	2	0	45	0.0	0.0	0.0	90
WirehairedPointingGriffon01_27154	46	144	3	5	0	9	3.24	0.0	0.0	45
Wolf80	38	155	5	0	0	0.0	0.0	0.0	0.0	0
CockerSpanielAmerican08_12452	36	161	1	0	0	0.0	0.0	0.0	0.0	0
BerneseMountainDog17_20139	58	135	3	2	0	45	0.0	0.0	0.0	90
BostonTerrier03	24	164	7	3	0	95	43.3	0.0	0.0	285
CaucasianOvcharka02_7997	26	162	7	3	0	54.67	0.58	0.0	0.0	164
Wolf93	60	133	5	0	0	0.0	0.0	0.0	0.0	0
YorkshireTerrier54	46	149	3	0	0	0.0	0.0	0.0	0.0	0
Wolf66	60	134	3	0	1	0.0	0.0	-22	0.0	-22
VillDog_Qatar02	92	106	0	0	0	0.0	0.0	0.0	0.0	0
YorkshireTerrier25	28	167	1	2	0	7	0.0	0.0	0.0	14
Vizsla02_27015	26	163	7	2	0	6	0.0	0.0	0.0	12
DogueDeBordeaux01_25487	30	158	4	6	0	58.33	45.62	0.0	0.0	350
Wolf74	60	131	7	0	0	0.0	0.0	0.0	0.0	0
Wolf83	34	160	4	0	0	0.0	0.0	0.0	0.0	0
BelgianTervuren16_BT1300	54	140	4	0	0	0.0	0.0	0.0	0.0	0
Wolf101	78	118	0	2	0	24	0.0	0.0	0.0	48
YorkshireTerrier57	22	171	5	0	0	0.0	0.0	0.0	0.0	0
TibetanMastiff03	76	121	1	0	0	0.0	0.0	0.0	0.0	0
VillDog_China15	44	152	2	0	0	0.0	0.0	0.0	0.0	0
YorkshireTerrier47	58	138	2	0	0	0.0	0.0	0.0	0.0	0
Leonberger01	58	137	2	1	0	11	0.0	0.0	0.0	11
BrittanySpaniel02_33265	24	167	4	3	0	82.33	65.24	0.0	0.0	247
WirehairedPointingGriffon02_27155	46	146	4	2	0	9.5	4.95	0.0	0.0	19
BlackRussianTerrier01	56	139	3	0	0	0.0	0.0	0.0	0.0	0
NorfolkTerrier01_4675	46	147	3	2	0	7	0.0	0.0	0.0	14
SmallMunsterlander02_31614	44	148	3	3	0	41.33	30.6	0.0	0.0	124
Jamthund01	24	164	5	5	0	25.2	16.63	0.0	0.0	126
GL05.05	72	120	6	0	0	0.0	0.0	0.0	0.0	0
