OldEnglishSheepdog01_5990	48	141	3	5	1	24.8	27.99	-2	0.0	122
BorderTerrier04	70	128	0	0	0	0.0	0.0	0.0	0.0	0
Doberman07	26	163	4	5	0	12.8	18.62	0.0	0.0	64
UnknownBreed04	38	154	3	3	0	2	0.0	0.0	0.0	6
GL13.07	64	124	0	10	0	21.6	16.11	0.0	0.0	216
SilkyTerrier01_6209	48	146	1	3	0	5.33	2.89	0.0	0.0	16
RhodesianRidgeback04	44	148	0	6	0	22	28.69	0.0	0.0	132
GreaterSwissMountainDog02	56	140	0	2	0	39	0.0	0.0	0.0	78
MIX_LabradorRetriever01	50	143	1	4	0	3.5	1.73	0.0	0.0	14
Dachshund09_27368	54	137	2	5	0	23.6	20.04	0.0	0.0	118
GreekTracer03	54	138	2	4	0	29	28.91	0.0	0.0	116
FlatCoatedRetriever08_28072	30	155	4	9	0	52.89	43.27	0.0	0.0	476
CaneCorso03	22	169	0	7	0	48.14	44.76	0.0	0.0	337
WirehairedPointingGriffon01_27154	46	144	1	6	1	7.83	4.07	-2	0.0	45
GordonSetter02	24	168	0	6	0	42.67	59.93	0.0	0.0	256
MIX_AmericanCocker_Beagle03	56	138	3	0	1	0.0	0.0	-2	0.0	-2
Wolf99	78	117	0	3	0	25	17.32	0.0	0.0	75
NorwegianLundehund03	40	149	0	9	0	22.44	29.55	0.0	0.0	202
WolfTibetan07	72	124	1	0	1	0.0	0.0	-2	0.0	-2
AmericanEskimoDog04_8380	20	169	3	5	1	46.4	57.17	-2	0.0	230
Dingo17_35308	24	161	5	6	2	20.67	26.64	-2	0.0	120
Newfoundland04	26	168	0	4	0	3.5	1.73	0.0	0.0	14
YorkshireTerrier50	44	151	1	2	0	11	12.73	0.0	0.0	22
Pointer03_27378	66	127	2	3	0	32	22.52	0.0	0.0	96
GoldenRetriever27	76	120	1	0	1	0.0	0.0	-2	0.0	-2
Dingo09_35300	28	165	2	3	0	4.67	4.62	0.0	0.0	14
Wolf_WO001_895	48	141	2	7	0	7.71	12.55	0.0	0.0	54
FrenchBulldog01	18	173	3	2	2	2	0.0	-2	0.0	0
BelgianTervuren12_BT1032	60	133	0	5	0	46.4	25.07	0.0	0.0	232
Komondor01_29392	48	144	0	4	2	4	2.31	-5	0.0	6
MiniatureSchnauzer09	56	137	2	3	0	30.67	24.83	0.0	0.0	92
SpanishWaterDog01	34	161	1	2	0	3	1.41	0.0	0.0	6
ChineseIndigenousDog13	46	148	2	2	0	4.5	0.71	0.0	0.0	9
IrishSetter01_29781	22	168	1	7	0	44.86	44.25	0.0	0.0	314
GL15.52	154	44	0	0	0	0.0	0.0	0.0	0.0	0
VillDog_China16	48	146	2	1	1	3	0.0	-2	0.0	1
FrenchBulldog03_14473	16	175	2	3	2	2	0.0	-2	0.0	2
MauritianDog01	198	0	0	0	0	0.0	0.0	0.0	0.0	0
SiberianHusky05	54	140	0	4	0	5.5	0.58	0.0	0.0	22
Doberman01	38	152	4	3	1	2	0.0	-2	0.0	4
BullTerrier32_23720	6	184	0	6	2	3.33	2.16	-2	0.0	16
PeruvianHairless01	54	137	1	6	0	16.83	13.59	0.0	0.0	101
Wolf91	68	125	3	2	0	3.5	2.12	0.0	0.0	7
FlatCoatedRetriever07_25539	54	141	1	2	0	54	0.0	0.0	0.0	108
Lowchen01	26	163	1	4	4	3.5	1.73	-26	28.67	-90
GL01.18	26	164	5	3	0	2	0.0	0.0	0.0	6
WelshTerrier04_22244	26	167	1	4	0	4.5	2.08	0.0	0.0	18
AlapahaBlueBloodBulldog02	24	164	2	8	0	23.25	23.98	0.0	0.0	186
YorkshireTerrier02	50	138	3	7	0	19.14	13.83	0.0	0.0	134
YorkshireTerrier29	36	161	0	1	0	2	0.0	0.0	0.0	2
Basenji01	44	150	0	2	2	2	0.0	-2	0.0	0
SealyhamTerrier01_33230	48	148	0	2	0	2	0.0	0.0	0.0	4
BelgianTervuren09_28308	38	155	2	3	0	30.67	24.83	0.0	0.0	92
BelgianMalinois20	56	138	0	4	0	45.25	33.7	0.0	0.0	181
CretanTracer02	26	167	2	3	0	4.33	2.08	0.0	0.0	13
ScottishDeerhound02_31237	42	148	0	8	0	30.25	28.66	0.0	0.0	242
PortuguesePodengoPequeno02_34432	42	149	0	7	0	42	43.63	0.0	0.0	294
MixedBreed08	38	154	2	4	0	13.75	17.0	0.0	0.0	55
UnknownBreed14	68	127	0	2	1	7.5	7.78	-5	0.0	10
GL11.06	190	8	0	0	0	0.0	0.0	0.0	0.0	0
ScottishDeerhound01	26	167	1	3	1	3.33	1.15	-2	0.0	8
KunmingDog01	52	145	0	1	0	5	0.0	0.0	0.0	5
CirnecodellEtna03_31284	30	165	0	3	0	35.33	28.87	0.0	0.0	106
Wolf112	56	133	5	4	0	2.75	1.5	0.0	0.0	11
GL09.07	48	141	1	6	2	13.17	14.13	-2	0.0	75
YorkshireTerrier25	28	167	0	3	0	5.33	2.89	0.0	0.0	16
GermanShepherd16_12786	32	155	3	6	2	7.5	4.32	-2	0.0	41
EnglishSpringerSpaniel01	26	167	3	2	0	2	0.0	0.0	0.0	4
Coyote08	76	114	4	3	1	15.33	11.55	-2	0.0	44
AlgonquinWolf13467	94	100	4	0	0	0.0	0.0	0.0	0.0	0
BelgianMalinois04	48	146	0	4	0	30.5	32.91	0.0	0.0	122
WestHighlandWhiteTerr09	6	183	2	5	2	7.4	6.95	-2	0.0	33
LabradorRetriever10	32	154	4	6	2	10	6.75	-2	0.0	56
Dingo19_35310	56	139	0	2	1	29	35.36	-5	0.0	53
Wolf_WO002_732	82	114	0	2	0	3.5	2.12	0.0	0.0	7
CockerSpanielEnglish09_28381	48	145	0	5	0	11.8	16.45	0.0	0.0	59
CairnTerrier13	50	145	2	1	0	2	0.0	0.0	0.0	2
BiewerTerrier01_33805	54	139	2	3	0	30.67	24.83	0.0	0.0	92
CurlyCoatedRetriever05	46	146	2	4	0	8.5	13.0	0.0	0.0	34
SoftCoatedWheatenTerrier03	16	176	0	4	2	12.5	0.58	-2	0.0	46
VillDog_China25	34	157	2	4	1	3.25	1.5	-2	0.0	11
UnknownBreed24	32	165	1	0	0	0.0	0.0	0.0	0.0	0
EnglishSpringerSpaniel10	46	147	1	4	0	4	2.31	0.0	0.0	16
GoldenRetriever14	42	148	0	8	0	34.75	21.97	0.0	0.0	278
BerneseMountainDog07_2488	76	120	0	2	0	7	0.0	0.0	0.0	14
Affenpinscher03_34314	26	164	4	4	0	2	0.0	0.0	0.0	8
BullTerrier17_23636	74	122	0	2	0	67	0.0	0.0	0.0	134
GL12.01	46	144	2	6	0	46.17	51.95	0.0	0.0	277
ShetlandSheepdog15_30371	82	112	2	0	2	0.0	0.0	-2	0.0	-4
VillDog_China11	26	166	3	3	0	9	8.89	0.0	0.0	27
CotonDeTulear01_33217	42	151	0	5	0	40.6	49.68	0.0	0.0	203
Mudi02_33179	46	139	2	10	1	32.6	24.47	-5	0.0	321
BergerPicard01	26	166	4	2	0	3	1.41	0.0	0.0	6
BullTerrier35_23727	6	184	0	6	2	3.67	2.58	-2	0.0	18
GermanShepherd09	26	167	4	1	0	3	0.0	0.0	0.0	3
GoldenJackal02	86	108	1	0	3	0.0	0.0	-3	1.73	-9
CockerSpanielAmerican09_12453	48	139	1	10	0	20.4	16.51	0.0	0.0	204
VillDog_China30	36	159	2	1	0	5	0.0	0.0	0.0	5
NewGuineaSingingDog11_35131	30	162	4	2	0	4	0.0	0.0	0.0	8
BorderCollie21_34026	54	141	2	1	0	4	0.0	0.0	0.0	4
YorkshireTerrier33	36	155	2	3	2	19.67	14.01	-2	0.0	55
CotonDeTulear02	54	140	0	3	1	4.67	2.31	-5	0.0	9
MixedBreed07	60	136	0	0	2	0.0	0.0	-196	0.0	-392
Pointer02_15391	42	146	2	8	0	29.12	27.16	0.0	0.0	233
VillDog_Lebanon03	50	148	0	0	0	0.0	0.0	0.0	0.0	0
BelgianMalinois05	48	147	2	1	0	6	0.0	0.0	0.0	6
Samoyed02	58	129	4	7	0	16	9.04	0.0	0.0	112
BelgianMalinois14	56	136	2	4	0	24.5	23.73	0.0	0.0	98
UnknownBreed12	24	168	2	4	0	17.25	15.92	0.0	0.0	69
BiewerTerrier05_31253	28	166	1	3	0	4	1.73	0.0	0.0	12
Rottweiler05	50	144	2	2	0	24.5	28.99	0.0	0.0	49
PitBullTerrier01	54	137	1	6	0	59.33	49.12	0.0	0.0	356
StandardPoodle03	56	138	0	3	1	24	19.05	-2	0.0	70
BerneseMountainDog14_12307	58	137	0	2	1	45	0.0	-6	0.0	84
ScottishTerrier08_20082	50	140	2	6	0	42.67	31.7	0.0	0.0	256
ChesapeakeBayRetriever03_12347	34	162	1	1	0	2	0.0	0.0	0.0	2
VillDog_China01	76	115	0	7	0	16.86	10.54	0.0	0.0	118
GoldenRetriever12	24	169	0	5	0	18	18.33	0.0	0.0	90
BeardedCollie01	78	114	2	2	2	24	0.0	-2	0.0	44
Collie02_28861	52	143	2	1	0	2	0.0	0.0	0.0	2
Boxer02_21522	26	166	4	2	0	4	0.0	0.0	0.0	8
FrenchBulldog04_14477	12	175	2	6	3	47.33	41.63	-2	0.0	278
BerneseMountainDog26_34297	52	142	0	4	0	52	8.08	0.0	0.0	208
VillDog_China23	60	131	2	5	0	13	10.05	0.0	0.0	65
NorwegianLundehund05_31832	42	150	0	5	1	26.6	29.64	-2	0.0	131
Dingo28	42	150	3	3	0	7.33	2.31	0.0	0.0	22
KunmingDog03	46	148	1	3	0	3	1.73	0.0	0.0	9
ShihTzu02_3192	22	166	3	5	2	60.6	43.7	-2	0.0	299
KunmingDog12	48	147	0	2	1	2	0.0	-2	0.0	2
WelshTerrier02_1024	58	134	4	2	0	13	0.0	0.0	0.0	26
ChineseIndigenousDog10	62	130	4	2	0	13	0.0	0.0	0.0	26
BerneseMountainDog19_11957	56	142	0	0	0	0.0	0.0	0.0	0.0	0
Doberman04	38	156	1	3	0	10.33	14.43	0.0	0.0	31
AfricanGoldenWolf04	92	99	1	2	4	4	2.83	-3	1.15	-4
Leonberger17	50	140	0	8	0	38.5	41.85	0.0	0.0	308
GL11.18	54	136	5	2	1	14	4.24	-2	0.0	26
ScottishDeerhound04_31239	28	163	1	6	0	12.5	17.85	0.0	0.0	75
NorwegianBuhund02_31794	48	143	2	5	0	50.6	49.1	0.0	0.0	253
PortugueseWaterDog07_30187	38	154	1	5	0	43.6	54.24	0.0	0.0	218
SiberianHusky04	58	138	0	2	0	35	0.0	0.0	0.0	70
RhodesianRidgeback07_33172	24	167	0	7	0	49.14	46.56	0.0	0.0	344
BelgianTervuren03_24639	42	149	2	5	0	10.4	4.72	0.0	0.0	52
DogueDeBordeaux01_25487	30	158	2	8	0	44.25	46.55	0.0	0.0	354
ScottishDeerhound11_34155	34	156	2	6	0	20	19.98	0.0	0.0	120
Dingo12_35303	24	162	3	9	0	33.33	44.93	0.0	0.0	300
KunmingDog04	34	156	4	4	0	56	58.9	0.0	0.0	224
VillDog_Taiwan01	74	123	0	1	0	2	0.0	0.0	0.0	2
YorkshireTerrier35	56	138	2	2	0	2	0.0	0.0	0.0	4
Xoloitzcuintli03_34496	56	136	1	4	1	6.5	4.04	-2	0.0	24
Vizsla02_27015	26	163	4	3	2	4.67	2.31	-2	0.0	10
