MiniatureSchnauzer02	32	2	1	2	0.0	-1	0	3	D
ShetlandSheepdog01_11617	30	5	4	1.6	0.55	-1.25	0.5	3	D
SpinoneItaliano07_31645	42	2	1	2	0.0	-1	0	3	D
UnknownBreed22	44	2	1	2	0.0	-1	0	3	D
VillDog_Australia01	14	3	2	1.67	0.58	-1	0.0	3	D
VillDog_China30	36	1	2	5	0	-1	0.0	3	D
Wolf21	62	3	0	1	0.0	0	0	3	W
Wolf35	52	2	0	1.5	0.71	0	0	3	W
Wolf88	34	3	2	2	1.73	-1.5	0.71	3	W
Wolf89	34	5	3	1.8	1.3	-2	0.0	3	W
AiredaleTerrier05	28	2	0	2	0.0	0	0	4	D
BelgianMalinois05	48	1	2	6	0	-1	0.0	4	D
BelgianSheepdog03_23572	50	2	0	2	0.0	0	0	4	D
BerneseMountainDog23_26606	38	1	2	6	0	-1	0.0	4	D
BrusselsGriffon03_15571	26	5	2	1.4	0.55	-1.5	0.71	4	D
BullTerrier07	48	2	0	2	0.0	0	0	4	D
BullTerrier08	12	2	0	2	0.0	0	0	4	D
CatahoulaLeopardDog06_10791	26	2	0	2	0.0	0	0	4	D
CaucasianOvcharka01	48	2	0	2	0.0	0	0	4	D
ChineseIndigenousDog04	62	1	0	4	0	0	0	4	D
ChineseIndigenousDog11	28	2	2	4	2.83	-2	0.0	4	D
Chinook10_33386	28	4	2	2	0.0	-2	0.0	4	D
ClumberSpaniel04_33092	54	1	2	6	0	-1	0.0	4	D
CockerSpanielAmerican02	46	2	0	2	0.0	0	0	4	D
Coyote03	82	3	0	1.33	0.58	0	0	4	W
Coyote05	76	3	0	1.33	0.58	0	0	4	W
Dachshund04	36	1	2	6	0	-1	0.0	4	D
Doberman01	38	5	3	1.6	0.55	-1.33	0.58	4	D
GermanShepherd13	34	3	3	2.33	1.53	-1	0.0	4	D
GL10.19	104	2	0	2	0.0	0	0	4	D
GL14.06	46	3	1	1.67	0.58	-1	0	4	D
GreaterSwissMountainDog04	30	4	4	2.5	2.38	-1.5	0.58	4	D
Havanese03	42	2	0	2	0.0	0	0	4	D
PeruvianVillageDog04	54	2	0	2	0.0	0	0	4	D
Pumi03_29697	24	4	3	4	2.31	-4	1.73	4	D
QingchuanDog01	42	2	2	4	0.0	-2	0.0	4	D
Rottweiler11_25111	38	1	2	6	0	-1	0.0	4	D
SealyhamTerrier01_33230	48	2	0	2	0.0	0	0	4	D
ShibaInu04	38	1	0	4	0	0	0	4	D
Shikoku01_31257	46	3	2	2	0.0	-1	0.0	4	D
SussexSpaniel02_7640	46	3	1	2	1.73	-2	0	4	D
UnknownBreed05	54	2	0	2	0.0	0	0	4	D
VillDog_Borneo01	36	2	0	2	0.0	0	0	4	D
VillDog_China03	66	1	0	4	0	0	0	4	D
VillDog_India02	82	1	0	4	0	0	0	4	D
VillDog_Namibia03	26	2	0	2	0.0	0	0	4	D
Weimaraner03_13307	26	4	3	1.75	0.5	-1	0.0	4	D
Wolf03	38	2	2	4	0.0	-2	0.0	4	W
Wolf37	38	2	0	2	0.0	0	0	4	W
Wolf97	62	3	2	2.67	2.08	-2	0.0	4	W
AlgonquinWolf13470	90	2	0	2.5	2.12	0	0	5	W
CairnTerrier12	34	2	1	3	1.41	-1	0	5	D
CavalierKingCharlesSpaniel03_952	26	6	3	1.33	0.52	-1	0.0	5	D
Chinook03_33141	44	4	2	1.75	0.5	-1	0.0	5	D
Chinook05_33256	28	3	5	3.67	2.89	-1.2	0.45	5	D
Chinook07_33317	46	4	2	1.75	0.5	-1	0.0	5	D
ClumberSpaniel01	36	2	3	4	2.83	-1	0.0	5	D
Dingo30	38	1	0	5	0	0	0	5	D
Doberman02	46	4	2	3.75	2.06	-5	0.0	5	D
EnglishSpringerSpaniel01	26	4	1	1.5	0.58	-1	0	5	D
Eurasier03_22815	14	4	3	2	1.41	-1	0.0	5	D
GermanShepherd18_14567	48	3	3	4	1.73	-2.33	1.53	5	D
GL01.18	26	5	3	1.6	0.55	-1	0.0	5	D
GL07.34	46	4	2	1.75	0.5	-1	0.0	5	D
GL11.19	48	4	2	1.75	0.5	-1	0.0	5	D
KunmingDog01	52	1	0	5	0	0	0	5	D
KunmingDog17	34	2	3	4	2.83	-1	0.0	5	D
LabradorRetriever03	54	2	1	5	0.0	-5	0	5	D
