CockerSpanielEnglish09_28381	Spaniel
Collie01_13303	Sighthound
Collie02_28861	Sighthound
Collie03_29554	Sighthound
Coonhound01	Hound
CotonDeTulear01_33217	Waterdog
CotonDeTulear02	Waterdog
CotonDeTulear03_33882	Waterdog
Coyote01	Wild
Coyote02	Wild
Coyote03	Wild
Coyote04	Wild
Coyote05	Wild
Coyote06	Wild
Coyote07	Wild
Coyote08	Wild
CretanTracer01	Sighthound
CretanTracer02	Sighthound
CretanTracer03	Sighthound
CretanTracer04	Sighthound
CretanTracer05	Sighthound
CurlyCoatedRetriever01	Retriever
CurlyCoatedRetriever02	Retriever
CurlyCoatedRetriever03	Retriever
CurlyCoatedRetriever04	Retriever
CurlyCoatedRetriever05	Retriever
Dachshund01	Hound
Dachshund02	Hound
Dachshund03	Hound
Dachshund04	Hound
Dachshund05	Hound
Dachshund06_8242	Hound
Dachshund07_8249	Hound
Dachshund08_12335	Hound
Dachshund09_27368	Hound
Dachshund10_8257	Hound
Dachshund11_8272	Hound
Dachshund12	Hound
Dachshund13	Hound
Dachshund14	Hound
Dachshund15	Hound
Dachshund16	Hound
Dalmatian01	Hound
Dalmatian02	Hound
Dalmatian03_7305	Hound
Dalmatian04_13301	Hound
DandieDinmontTerrier01_7731	Terrier
DandieDinmontTerrier02_7732	Terrier
DandieDinmontTerrier03_7733	Terrier
Dhole02	Wild
Dingo01	Dingo
Dingo02_34694	Dingo
Dingo03_35294	Dingo
Dingo04_35295	Dingo
Dingo05_35296	Dingo
Dingo06_35297	Dingo
Dingo07_35298	Dingo
Dingo08_35299	Dingo
Dingo09_35300	Dingo
Dingo10_35301	Dingo
Dingo11_35302	Dingo
Dingo12_35303	Dingo
Dingo13_35304	Dingo
Dingo14_35305	Dingo
Dingo15_35306	Dingo
Dingo16_35307	Dingo
Dingo17_35308	Dingo
Dingo18_35309	Dingo
Dingo19_35310	Dingo
Dingo20_35311	Dingo
Dingo21_35312	Dingo
Dingo22_35313	Dingo
Dingo23	Dingo
Dingo24	Dingo
Dingo25	Dingo
Dingo26	Dingo
Dingo27	Dingo
Dingo28	Dingo
Dingo29	Dingo
Dingo30	Dingo
Dingo31	Dingo
Dingo32	Dingo
Doberman01	Herding
Doberman02	Herding
Doberman03	Herding
Doberman04	Herding
Doberman05	Herding
Doberman06	Herding
Doberman07	Herding
Doberman08	Herding
DogoArgentino01_22900	Mastiff
DogoArgentino02_33067	Mastiff
DogueDeBordeaux01_25487	Mastiff
DutchShepherd01	Herding
EastSiberianLaika01	Spitz
Elo01	Non-breed
EnglishBulldog01	Mastiff
EnglishFoxhound02_947	Hound
EnglishFoxhound03_27119	Hound
EnglishMastiff01_21270	Mastiff
EnglishMastiff02	Mastiff
EnglishMastiff03_24151	Mastiff
EnglishMastiff04_30097	Mastiff
EnglishMastiff05	Mastiff
EnglishMastiff06	Mastiff
EnglishPointer01	Hound
EnglishPointer02	Hound
EnglishSetter01	Hound
EnglishSetter02	Hound
EnglishSetter03	Hound
EnglishSetter04_15386	Hound
EnglishSetter05_26982	Hound
EnglishSetter07	Hound
EnglishSetter08	Hound
EnglishSpringerSpaniel01	Spaniel
EnglishSpringerSpaniel03	Spaniel
EnglishSpringerSpaniel04_4238	Spaniel
EnglishSpringerSpaniel05_4239	Spaniel
EnglishSpringerSpaniel07	Spaniel
EnglishSpringerSpaniel08	Spaniel
EnglishSpringerSpaniel09	Spaniel
EnglishSpringerSpaniel10	Spaniel
EntlebucherSennenhund01	Hound
EntlebucherSennenhund02	Hound
EntlebucherSennenhund03	Hound
EntlebucherSennenhund04	Hound
EntlebucherSennenhund05	Hound
EntlebucherSennenhund06	Hound
EntlebucherSennenhund07	Hound
EntlebucherSennenhund08	Hound
EntlebucherSennenhund09_12841	Hound
EntlebucherSennenhund10_12842	Hound
EntlebucherSennenhund11_12859	Hound
EthiopianWolf01	Wild
Eurasier01	Spitz
Eurasier02	Spitz
Eurasier03_22815	Spitz
FieldSpaniel01	Spaniel
FieldSpaniel02_27364	Spaniel
FieldSpaniel03_28377	Spaniel
FieldSpaniel04_28378	Spaniel
FinnishLapphund01	Spitz
FinnishSpitz01_7309	Spitz
FlatCoatedRetriever01_20576	Retriever
FlatCoatedRetriever02_24743	Retriever
FlatCoatedRetriever03_28051	Retriever
FlatCoatedRetriever04_9023	Retriever
FlatCoatedRetriever05_23470	Retriever
FlatCoatedRetriever06_25517	Retriever
FlatCoatedRetriever07_25539	Retriever
FlatCoatedRetriever08_28072	Retriever
FlatCoatedRetriever09_28203	Retriever
FlatCoatedRetriever10_30377	Retriever
FlatCoatedRetriever11_30651	Retriever
FlatCoatedRetriever12_31166	Retriever
FlatCoatedRetriever13	Retriever
FonniDog01_29859	Herding
FrenchBulldog01	Mastiff
FrenchBulldog02	Mastiff
FrenchBulldog03_14473	Mastiff
FrenchBulldog04_14477	Mastiff
FrenchBulldog05_16072	Mastiff
GL01.01	Spitz
GL01.02	Spitz
GL01.03	Spitz
GL01.05	Spitz
GL01.17	Spitz
GL01.18	Spitz
GL01.23	Spitz
GL03.03	Spitz
GL03.09	Spitz
GL04.01	Spitz
GL05.05	Spitz
GL05.06	Spitz
GL07.04	Spitz
GL07.05	Spitz
GL07.26	Spitz
GL07.34	Spitz
GL07.35	Spitz
GL07.36	Spitz
GL08.03	Spitz
GL08.11	Spitz
GL08.17	Spitz
GL09.07	Spitz
GL10.04	Spitz
GL10.17	Spitz
GL10.19	Spitz
GL11.06	Spitz
GL11.08	Spitz
GL11.13	Spitz
GL11.17	Spitz
GL11.18	Spitz
GL11.19	Spitz
GL12.01	Spitz
GL12.05	Spitz
GL12.08	Spitz
GL12.12	Spitz
GL12.13	Spitz
GL13.04	Spitz
GL13.07	Spitz
GL13.09	Spitz
GL14.06	Spitz
GL14.07	Spitz
GL14.08	Spitz
GL14.12	Spitz
GL14.17	Spitz
GL15.04	Spitz
GL15.12	Spitz
GL15.26	Spitz
GL15.27	Spitz
GL15.44	Spitz
GL15.49	Spitz
GL15.52	Spitz
GL15.61	Spitz
GL15.62	Spitz
GL15.63	Spitz
GL28.02	Spitz
GermanHuntingTerrier01	Terrier
GermanShepherd01	Herding
GermanShepherd02	Herding
GermanShepherd03	Herding
GermanShepherd04	Herding
GermanShepherd05	Herding
GermanShepherd06	Herding
GermanShepherd07	Herding
GermanShepherd08	Herding
GermanShepherd09	Herding
GermanShepherd10	Herding
GermanShepherd11	Herding
GermanShepherd12	Herding
GermanShepherd13	Herding
GermanShepherd14	Herding
GermanShepherd15	Herding
GermanShepherd16_12786	Herding
GermanShepherd17_13170	Herding
GermanShepherd18_14567	Herding
GermanShepherd19_30892	Herding
GermanShepherd20_30910	Herding
GermanShepherd21_30925	Herding
GermanShepherd22_30958	Herding
GermanShepherd23_35050	Herding
GermanShepherd24_35053	Herding
GermanShepherd25_35054	Herding
GermanShepherd26_35063	Herding
GermanShepherd27	Herding
GermanShepherd28	Herding
GermanShepherd29	Herding
GermanShorthairedPointer01_30644	Hound
GermanShorthairedPointer02_30645	Hound
GermanWirehairedPointer01	Hound
GermanWirehairedPointer02_2484	Hound
GermanWirehairedPointer03_2486	Hound
GiantSchnauzer01_20570	Herding
GiantSchnauzer02_21940	Herding
GiantSchnauzer03_21939	Herding
GiantSchnauzer04_26265	Herding
GiantSchnauzer05	Herding
GlenofImaalTerrier01_4258	Terrier
GlenofImaalTerrier02_4263	Terrier
GlenofImaalTerrier03_4265	Terrier
GlenofImaalTerrier04_4266	Terrier
GlenofImaalTerrier05_4268	Terrier
GlenofImallTerrier06_4261	Terrier
GoldenJackal01	Wild
GoldenJackal02	Wild
GoldenJackal03	Wild
GoldenRetriever01	Retriever
GoldenRetriever02	Retriever
GoldenRetriever03	Retriever
GoldenRetriever05	Retriever
GoldenRetriever06	Retriever
GoldenRetriever07	Retriever
GoldenRetriever08	Retriever
GoldenRetriever09	Retriever
GoldenRetriever10	Retriever
GoldenRetriever11	Retriever
GoldenRetriever12	Retriever
GoldenRetriever13	Retriever
GoldenRetriever14	Retriever
GoldenRetriever15	Retriever
GoldenRetriever16	Retriever
GoldenRetriever17	Retriever
GoldenRetriever18	Retriever
GoldenRetriever19	Retriever
GoldenRetriever20	Retriever
GoldenRetriever21	Retriever
