367	R2	205	0	0	0.02	W
ACAD17371	R2	205	0	0	0.06	W
AH574	R2	205	0.927	0.6	0.36	W
AH575	R2	205	1.341	0.693	1.15	W
AH577	R2	205	0.566	0.424	0.57	W
AL2022	R2	205	4.229	1	2.6	D
AL2242	R2	205	0.317	0.317	0.18	D
AL2350	R2	205	0.771	0.59	1.4	W
AL2370	R2	205	0.376	0.376	0.44	W
AL2397	R2	205	2.468	0.98	1.5	D
AL2541	R2	205	0.385	0.385	0.79	W
AL2571	R2	205	2.912	0.98	1.1	D
AL2657	R2	205	0.185	0.185	0.95	W
AL2660	R2	205	0.59	0.59	0.6	W
AL2741	R2	205	0.576	0.4	1.52	W
AL2744	R2	205	1.605	0.79	3.16	W
AL2893	R2	205	0.795	0.639	0.32	W
AL2946	R2	205	1.049	0.761	0.2	D
AL3185	R2	205	1.966	0.751	4.4	W
AL3272	R2	205	0.434	0.434	0.38	W
AL3284	R2	205	0	0	0.05	W
ALAS_015	R2	205	3.054	1	1.27	D
ALAS_016	R2	205	5.288	1	2.94	W
ALAS_024	R2	205	1.946	0.902	1.04	W
alc	R2	205	0.878	0.405	6.8	W
ALPO01	R2	205	0.922	0.79	1.6	D
ANH5	R2	205	4.083	0.946	1	W
ASHQ01	R2	205	2.839	1	2.4	D
ASHQ06	R2	205	3.2	1	1.8	D
ASHQ08	R2	205	2.985	0.98	2.2	D
C26	R2	205	0.185	0.185	0.2	D
C27	R2	205	0.268	0.268	0.3	D
C32	R2	205	8.254	1	7.2	D
C5	R2	205	1.268	0.629	0.6	D
C62	R2	205	2.717	0.898	0.7	D
C88	R2	205	1.639	0.668	0.7	D
C89	R2	205	4.932	1	2.2	D
C90	R2	205	1.229	0.702	0.6	D
C94	R2	205	0.722	0.629	0.2	D
cac	R2	205	5.244	0.527	32.8	W
CGG23	R2	205	12.893	1	4.66	W
CGG29	R2	205	11.146	1	6.9	W
CGG32	R2	205	13.298	1	15.04	W
CGG33	R2	205	11.8	1	15.28	W
CGG34	R2	205	0	0	0.2	W
CGG6	R2	205	17.102	1	9.2	D
CH1109	R2	205	0	0	0.03	W
CTC	R2	205	9.985	1	9.2	D
DS04	R2	205	1.634	0.937	0.83	W
F3781	R2	205	1.444	0.659	0.8	D
glw	R2	205	13.863	1	23.8	W
HellsGap11000	R2	205	1.083	0.751	1.5	W
HellsGap2500	R2	205	0	0	0.8	W
HMNH_007	R2	205	1.327	0.922	1.09	W
HMNH_011	R2	205	3.541	1	1.4	W
HMNH_017	R2	205	0.454	0.332	0.4	D
HOV4	R2	205	0.878	0.639	0.99	W
HXH	R2	205	6.727	1	9.4	D
IN18_005	R2	205	6.112	1	1.71	W
