IN18_016	R2	205	75.966	1	13.01	W
inw	R2	205	3.532	0.537	27.129	W
IRK	R2	205	0.322	0.322	0.23	W
irw	R2	205	11.673	1	29.65	W
ita	R2	205	1.405	0.488	6.7	W
JAL385	R2	205	2.854	1	4	W
JAL48	R2	205	1.317	0.776	1.12	W
JAL65	R2	205	0.205	0.205	0.43	W
JAL69	R2	205	2.805	0.873	1.5	W
JK2174	R2	205	0	0	4.33	W
JK2175	R2	205	0.005	0.005	1.23	W
JK2179	R2	205	0.522	0.429	2.96	W
JK2181	R2	205	0	0	0.64	W
JK2183	R2	205	0.454	0.137	7.26	W
LOW002	R2	205	9.512	1	6	W
LOW003	R2	205	9.21	1	6.4	W
LOW006	R2	205	11.585	0.927	3.6	W
LOW007	R2	205	8.62	0.941	2.3	W
LOW008	R2	205	3.093	0.785	1	W
MCZ_25374	R2	205	8.527	1	3.2	W
MCZ_BOM_11183	R2	205	102.98	1	25	W
Portauchoix	R2	205	5.078	1	11.7	D
montana_wolf	R2	205	12.673	1	28.5	W
NGDG	R2	205	23.312	1	28	D
NMNH_137125	R2	205	44.937	1	7.7	W
NMNH_223936	R2	205	100.112	1	12.6	W
NMNH_224185	R2	205	46.093	1	12.1	W
NMNH_234427	R2	205	9.249	1	3	W
NMNH_264482	R2	205	6.79	1	3.1	W
NMNH_52057	R2	205	6.249	0.907	3.5	W
NMNH_64968	R2	205	7.38	1	2.5	W
NMW_005	R2	205	1.371	0.771	1.04	W
OL4029	R2	205	0.39	0.39	0.1	D
OL4061	R2	205	3.424	1	1.8	D
OL4222	R2	205	2.849	0.99	4.5	D
OL4223	R2	205	0.932	0.22	2.2	D
PDM100	R2	205	0	0	0.09	W
PON012	R2	205	3.971	0.932	2.4	W
ptw	R2	205	5.722	0.937	27.8	W
rwa	R2	205	6.966	0.566	28.5	W
rwb	R2	205	0.82	0.351	7.1	W
SC1061	R2	205	23.161	1	17.5	D
SC19.MCJ010	R2	205	2.229	1	3.07	W
SC19.MCJ014	R2	205	1.922	0.668	1.07	W
SC19.MCJ015	R2	205	0.424	0.424	2.32	W
SC19.MCJ017	R2	205	0.58	0.434	0.48	W
SOTN01	R2	205	9.288	1	11.2	D
Taimyr-1	R2	205	0.063	0.063	2.9	W
TGEZ06	R2	205	0.771	0.61	0.9	D
THRZ02	R2	205	0.39	0.39	0.1	D
TU144	R2	205	0	0	0.92	W
TU148	R2	205	0	0	0.36	W
TU839	R2	205	0.19	0.19	0.6	W
TU840	R2	205	1.263	0.776	1.1	W
Tumat	R2	205	4.976	1	5.16	W
UZAA01	R2	205	4.439	1	5.5	D
UZAA02	R2	205	5.005	1	5.8	D
VAL_005	R2	205	1.439	0.702	0.77	W
VAL_008	R2	205	1.668	0.941	1.91	W
VAL_011	R2	205	4.805	0.966	1.14	W
VAL_012	R2	205	1.527	0.717	0.74	W
VAL_033	R2	205	3.098	0.932	1	W
VAL_035	R2	205	2.054	0.937	1.55	W
VAL_037	R2	205	1.141	0.698	0.63	W
VAL_050	R2	205	5.132	1	3.29	W
VAL_18A	R2	205	1.039	0.459	0.97	W
Yana-1	R2	205	0.293	0.249	2.8	W
YPM_9664_A	R2	205	7.951	1	3.7	W
