367	R5	230	0	0	0.02	W
ACAD17371	R5	230	0	0	0.06	W
AH574	R5	230	0	0	0.36	W
AH575	R5	230	1.335	0.752	1.15	W
AH577	R5	230	0.791	0.696	0.57	W
AL2022	R5	230	4.361	0.965	2.6	D
AL2242	R5	230	0.57	0.448	0.18	D
AL2350	R5	230	1.287	0.852	1.4	W
AL2370	R5	230	0.561	0.539	0.44	W
AL2397	R5	230	3.483	0.804	1.5	D
AL2541	R5	230	1	0.709	0.79	W
AL2571	R5	230	2.113	0.909	1.1	D
AL2657	R5	230	0.552	0.552	0.95	W
AL2660	R5	230	0.47	0.47	0.6	W
AL2741	R5	230	0.326	0.326	1.52	W
AL2744	R5	230	1.096	0.609	3.16	W
AL2893	R5	230	0.574	0.548	0.32	W
AL2946	R5	230	1.078	0.652	0.2	D
AL3185	R5	230	1.6	0.713	4.4	W
AL3272	R5	230	1.735	0.796	0.38	W
AL3284	R5	230	0.222	0.222	0.05	W
ALAS_015	R5	230	0.157	0.157	1.27	D
ALAS_016	R5	230	6.496	0.783	2.94	W
ALAS_024	R5	230	1.8	0.865	1.04	W
alc	R5	230	1.587	0.752	6.8	W
ALPO01	R5	230	0.674	0.587	1.6	D
ANH5	R5	230	2.891	0.926	1	W
ASHQ01	R5	230	4.639	0.961	2.4	D
ASHQ06	R5	230	1.417	0.8	1.8	D
ASHQ08	R5	230	3.557	0.73	2.2	D
C26	R5	230	0.226	0.226	0.2	D
C27	R5	230	0	0	0.3	D
C32	R5	230	2.543	0.578	7.2	D
C5	R5	230	0.396	0.396	0.6	D
C62	R5	230	1.557	0.7	0.7	D
C88	R5	230	0.657	0.535	0.7	D
C89	R5	230	0.661	0.361	2.2	D
C90	R5	230	0.183	0.183	0.6	D
C94	R5	230	0	0	0.2	D
cac	R5	230	3.3	0.852	32.8	W
CGG23	R5	230	14.765	1	4.66	W
CGG29	R5	230	11.409	0.948	6.9	W
CGG32	R5	230	10.839	0.978	15.04	W
CGG33	R5	230	10.748	0.983	15.28	W
CGG34	R5	230	0	0	0.2	W
CGG6	R5	230	11.226	1	9.2	D
CH1109	R5	230	0	0	0.03	W
CTC	R5	230	4.278	0.709	9.2	D
DS04	R5	230	0.978	0.617	0.83	W
F3781	R5	230	0.596	0.474	0.8	D
glw	R5	230	10.017	1	23.8	W
HellsGap11000	R5	230	1.552	0.587	1.5	W
HellsGap2500	R5	230	0.565	0.417	0.8	W
HMNH_007	R5	230	1.83	0.922	1.09	W
HMNH_011	R5	230	1.387	0.887	1.4	W
HMNH_017	R5	230	0.204	0.204	0.4	D
HOV4	R5	230	0.526	0.383	0.99	W
HXH	R5	230	6.274	0.939	9.4	D
IN18_005	R5	230	2.57	0.7	1.71	W
IN18_016	R5	230	49.887	0.987	13.01	W
inw	R5	230	5.774	0.93	27.129	W
IRK	R5	230	0.074	0.074	0.23	W
irw	R5	230	5.222	0.77	29.65	W
ita	R5	230	1.043	0.952	6.7	W
JAL385	R5	230	3.678	0.878	4	W
JAL48	R5	230	0.787	0.622	1.12	W
JAL65	R5	230	0.17	0.17	0.43	W
JAL69	R5	230	2.652	0.883	1.5	W
JK2174	R5	230	0.091	0.091	4.33	W
JK2175	R5	230	0	0	1.23	W
JK2179	R5	230	0.057	0.057	2.96	W
JK2181	R5	230	0	0	0.64	W
JK2183	R5	230	0.143	0.096	7.26	W
LOW002	R5	230	5.691	0.778	6	W
LOW003	R5	230	11.448	0.83	6.4	W
LOW006	R5	230	12.57	0.983	3.6	W
LOW007	R5	230	4.257	0.904	2.3	W
LOW008	R5	230	4.139	0.952	1	W
MCZ_25374	R5	230	11.217	0.978	3.2	W
MCZ_BOM_11183	R5	230	63.139	1	25	W
Portauchoix	R5	230	5.248	1	11.7	D
montana_wolf	R5	230	6.183	1	28.5	W
NGDG	R5	230	19.743	1	28	D
NMNH_137125	R5	230	45.243	0.926	7.7	W
NMNH_223936	R5	230	72.261	0.996	12.6	W
NMNH_224185	R5	230	37.583	1	12.1	W
NMNH_234427	R5	230	9.213	0.961	3	W
NMNH_264482	R5	230	6.93	0.809	3.1	W
NMNH_52057	R5	230	4.678	0.8	3.5	W
NMNH_64968	R5	230	8.33	0.874	2.5	W
NMW_005	R5	230	0.639	0.517	1.04	W
OL4029	R5	230	0	0	0.1	D
OL4061	R5	230	1.904	0.63	1.8	D
OL4222	R5	230	1.113	0.678	4.5	D
OL4223	R5	230	3.391	0.857	2.2	D
PDM100	R5	230	0	0	0.09	W
PON012	R5	230	5.791	0.726	2.4	W
ptw	R5	230	9.822	0.943	27.8	W
rwa	R5	230	4.2	0.665	28.5	W
rwb	R5	230	1.561	0.791	7.1	W
SC1061	R5	230	19.93	1	17.5	D
SC19.MCJ010	R5	230	2.752	0.678	3.07	W
SC19.MCJ014	R5	230	1.457	0.687	1.07	W
SC19.MCJ015	R5	230	2.152	0.887	2.32	W
SC19.MCJ017	R5	230	0.878	0.561	0.48	W
SOTN01	R5	230	10.696	0.891	11.2	D
Taimyr-1	R5	230	0	0	2.9	W
TGEZ06	R5	230	1.3	0.687	0.9	D
THRZ02	R5	230	0	0	0.1	D
TU144	R5	230	0.039	0.039	0.92	W
TU148	R5	230	0	0	0.36	W
TU839	R5	230	0.265	0.265	0.6	W
TU840	R5	230	0.639	0.509	1.1	W
Tumat	R5	230	4.2	0.683	5.16	W
UZAA01	R5	230	3.8	0.765	5.5	D
UZAA02	R5	230	2.704	0.991	5.8	D
VAL_005	R5	230	0.935	0.535	0.77	W
VAL_008	R5	230	0.961	0.583	1.91	W
VAL_011	R5	230	2.726	0.783	1.14	W
VAL_012	R5	230	0.996	0.565	0.74	W
VAL_033	R5	230	2.022	0.804	1	W
VAL_035	R5	230	2.778	0.722	1.55	W
VAL_037	R5	230	0.304	0.261	0.63	W
VAL_050	R5	230	4.613	0.9	3.29	W
VAL_18A	R5	230	0.839	0.509	0.97	W
Yana-1	R5	230	0	0	2.8	W
YPM_9664_A	R5	230	5.957	0.939	3.7	W
