367	R3	245	0	0	0.02	W
ACAD17371	R3	245	0.465	0.465	0.06	W
AH574	R3	245	0.433	0.433	0.36	W
AH575	R3	245	1.127	0.633	1.15	W
AH577	R3	245	0.665	0.518	0.57	W
AL2022	R3	245	4.347	0.849	2.6	D
AL2242	R3	245	0.633	0.571	0.18	D
AL2350	R3	245	1.049	0.661	1.4	W
AL2370	R3	245	0.706	0.514	0.44	W
AL2397	R3	245	3.392	0.861	1.5	D
AL2541	R3	245	0.967	0.535	0.79	W
AL2571	R3	245	3.09	0.857	1.1	D
AL2657	R3	245	0.873	0.624	0.95	W
AL2660	R3	245	10.135	0.453	0.6	W
AL2741	R3	245	0.865	0.796	1.52	W
AL2744	R3	245	1.327	0.588	3.16	W
AL2893	R3	245	1.171	0.665	0.32	W
AL2946	R3	245	0.453	0.282	0.2	D
AL3185	R3	245	1.061	0.608	4.4	W
AL3272	R3	245	1	0.694	0.38	W
AL3284	R3	245	0	0	0.05	W
ALAS_015	R3	245	0.735	0.702	1.27	D
ALAS_016	R3	245	6.037	1	2.94	W
ALAS_024	R3	245	1.053	0.776	1.04	W
alc	R3	245	1.278	0.722	6.8	W
ALPO01	R3	245	1.22	0.743	1.6	D
ANH5	R3	245	5.147	0.702	1	W
ASHQ01	R3	245	4.539	0.931	2.4	D
ASHQ06	R3	245	2.465	0.931	1.8	D
ASHQ08	R3	245	2.331	0.682	2.2	D
C26	R3	245	0.216	0.216	0.2	D
C27	R3	245	0.576	0.416	0.3	D
C32	R3	245	2.229	0.751	7.2	D
C5	R3	245	0.429	0.429	0.6	D
C62	R3	245	1.506	0.849	0.7	D
C88	R3	245	0.469	0.322	0.7	D
C89	R3	245	2.241	0.853	2.2	D
C90	R3	245	1.824	0.453	0.6	D
C94	R3	245	0.559	0.559	0.2	D
cac	R3	245	8.314	1	32.8	W
CGG23	R3	245	13.661	1	4.66	W
CGG29	R3	245	9.008	0.984	6.9	W
CGG32	R3	245	13.996	1	15.04	W
CGG33	R3	245	11.016	1	15.28	W
CGG34	R3	245	0	0	0.2	W
CGG6	R3	245	14.155	1	9.2	D
CH1109	R3	245	0	0	0.03	W
CTC	R3	245	8.71	0.939	9.2	D
DS04	R3	245	1.433	0.706	0.83	W
F3781	R3	245	1.976	0.653	0.8	D
glw	R3	245	18.073	1	23.8	W
HellsGap11000	R3	245	1.608	0.539	1.5	W
HellsGap2500	R3	245	0.249	0.249	0.8	W
HMNH_007	R3	245	0.82	0.612	1.09	W
HMNH_011	R3	245	1.122	0.469	1.4	W
HMNH_017	R3	245	0.596	0.461	0.4	D
HOV4	R3	245	0.453	0.429	0.99	W
HXH	R3	245	8.229	1	9.4	D
IN18_005	R3	245	3.567	0.739	1.71	W
IN18_016	R3	245	49.094	1	13.01	W
inw	R3	245	11.584	1	27.129	W
IRK	R3	245	0	0	0.23	W
irw	R3	245	9.159	0.743	29.65	W
ita	R3	245	1.531	0.416	6.7	W
